ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
019000037,wsmpamj,,,Chamberlain Road,,,,,,,,,,SE-bound,,SE,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,337264,159990,-2.90194,51.33552,BCT,MKD,OTH,,,,038,2014-02-20T00:00:00,2023-08-08T09:31:56,327,new,active
0190NSB00063,wsmpgta,,,Chamberlain Road,,,,,,,,,,NW-bound,,NW,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,337269,159976,-2.90187,51.3354,BCT,MKD,OTH,,,,038,2023-08-04T00:00:00,2023-08-08T09:31:42,70,new,active
019000038,wsmpamp,,,Oaktree Park Homes,,,,,,,,,,S-bound,,S,E0053576,Locking,Weston-super-Mare,,,,,,false,UKOS,335346,159981,-2.92947,51.33523,BCT,MKD,OTH,,,,038,2014-02-24T00:00:00,2017-03-21T09:15:36,78,new,active
019000039,wsmpamt,,,Somerton Road,,,,,,Central Way,,,,NE-bound,,NE,E0053567,Clevedon,,,,,,,false,UKOS,341182,170345,-2.84742,51.42904,BCT,MKD,OTH,,,,038,2014-03-03T00:00:00,2025-12-10T17:07:27,120,new,active
019000040,wsmpamw,,,Somerton Road,,,,,,Central Way,,,,SW-bound,,SW,E0053567,Clevedon,,,,,,,false,UKOS,341174,170316,-2.84753,51.42878,BCT,MKD,OTH,,,,038,2014-03-03T00:00:00,2025-12-10T17:08:28,119,new,active
019000041,wsmpapa,,,Nicholson Road,,,,,,Nicholson Road,,,,W-bound,,W,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,337102,160191,-2.9043,51.33731,BCT,MKD,OTH,,,,038,2014-03-18T00:00:00,2025-11-25T16:25:15,208,new,active
0190NSB00062,wsmpgpw,,,Nicholson Road,,,,,,Nicholson Road,,,,E-bound,,E,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,337058,160212,-2.90494,51.3375,BCT,MKD,OTH,,,,038,2023-08-04T00:00:00,2025-11-25T16:25:01,111,new,active
019000042,wsmpapd,,,Princess Royal Square,,,,,,,,,,N-bound,,N,E0040103,Weston-super-Mare,,,,,,,false,UKOS,331769,161370,-2.98107,51.3473,BCT,MKD,OTH,,,,038,2014-04-03T00:00:00,2016-10-31T13:41:13,71,new,active
0190NSC30476,wsmamwd,,,Broadway Lodge,,,,,,Totterdown Lane,,,,SW-bound,,SW,E0053560,Bleadon,,,,,,,false,UKOS,333287,158282,-2.9587,51.31971,BCT,MKD,OTH,,,,038,2007-06-28T00:00:00,2025-12-10T12:28:48,100,new,active
019000043,wsmpapg,,,Broadway Lodge,,,,,,Totterdown Lane,,,,NE-bound,,NE,E0053560,Bleadon,,,,,,,false,UKOS,333307,158336,-2.95842,51.3202,BCT,MKD,OTH,,,,038,2014-04-16T00:00:00,2025-12-09T17:23:24,173,new,active
019000044,wsmpapj,,,Garsdale Road West,,,,,,,,,,SE-bound,,SE,E0040039,Milton,Weston-super-Mare,,,,,,false,UKOS,334508,161745,-2.94182,51.35099,BCT,MKD,OTH,,,,038,2014-04-16T00:00:00,2019-02-14T15:27:33,87,delete,inactive
019000046,wsmpapt,,,Waitrose,,,,,,Searle Crescent,,,,SE-bound,,SE,N0081124,Flowerdown,,,,,,,false,UKOS,333538,160708,-2.95555,51.34156,BCT,MKD,OTH,,,,038,2014-07-14T00:00:00,2025-12-16T09:07:47,128,new,active
019000047,wsmpapw,,,Waitrose,,,,,,Searle Crescent,,,,N-bound,,N,N0081124,Flowerdown,,,,,,,false,UKOS,333549,160627,-2.95538,51.34083,BCT,MKD,OTH,,,,038,2014-07-14T00:00:00,2019-08-01T11:36:28,97,delete,inactive
019000051,wsmpatj,,,Martcombe Filling Station,,,,,,Martcombe Road,,,,SE-bound,,SE,E0040052,Pill,,,,,,,false,UKOS,352746,174740,-2.68169,51.46964,BCT,MKD,OTH,,,,038,2014-08-26T00:00:00,2026-01-06T11:24:53,193,new,active
019000052,wsmpatm,,,Martcombe Filling Station,,,,,,Martcombe Road,,,,NW-bound,,NW,E0040052,Pill,,,,,,,false,UKOS,352652,174788,-2.68305,51.47007,BCT,MKD,OTH,,,,038,2014-08-26T00:00:00,2026-01-06T11:23:47,132,new,active
019000053,wsmpatp,,,Kingcott Mill Farm,,,,,,Clevedon Road,,,,NW-bound,,NW,E0053571,Flax Bourton,,,,,,,false,UKOS,351558,169819,-2.69812,51.4253,BCT,MKD,OTH,,,,038,2014-08-26T00:00:00,2025-12-15T14:12:15,148,new,active
0190NSB00067,wsmpgtm,,,Kingcott Mill Farm,,,,,,,,,,SE-bound,,SE,E0053571,Flax Bourton,,,,,,,false,UKOS,351848,169746,-2.69394,51.42467,BCT,MKD,OTH,,,,038,2024-02-05T00:00:00,2024-02-06T09:57:19,57,new,active
019000054,wsmpatw,,,The Chestnuts,,,,,,Sidcot Lane,,,,E-bound,,E,E0055078,Winscombe,,,,,,,false,UKOS,342192,157460,-2.8308,51.3133,BCT,MKD,OTH,,,,038,2014-08-26T00:00:00,2020-10-20T11:02:09,79,new,active
019000055,wsmpawa,,,The Chestnuts,,,,,,Sidcot Lane,,,,W-bound,,W,E0055078,Winscombe,,,,,,,false,UKOS,342196,157445,-2.83074,51.31317,BCT,MKD,OTH,,,,038,2014-08-26T00:00:00,2020-10-20T11:01:54,88,new,active
019000056,wsmpawd,,,Church Lane,,,,,,High Street,,,,E-bound,,E,E0053580,Portbury,,,,,,,false,UKOS,350237,175317,-2.71789,51.47461,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2026-01-06T11:49:36,121,new,active
019000057,wsmpawg,,,Turnock Gardens,,,,,,,,,,NE-bound,,NE,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337492,161733,-2.89898,51.35122,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2017-03-21T09:15:29,85,new,active
019000058,wsmpawj,,,Kent Avenue,,,,,,,,,,SE-bound,,SE,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337329,161820,-2.90133,51.35198,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2017-03-21T09:15:29,83,new,active
019000059,wsmpawm,,,Worlebury Hill Road,,,,,,,,,,SW-bound,,SW,N0073241,Worlebury,Weston-super-Mare,,,,,,false,UKOS,333736,162930,-2.95313,51.36156,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2019-07-05T14:51:43,104,new,active
019000060,wsmpawp,,,Sainsburys,,,,,,,,,,NE-bound,,NE,E0055076,Portishead,,,,,,,false,UKOS,347174,176388,-2.76215,51.48396,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2026-01-06T13:30:41,132,new,active
019000061,wsmpawt,,,Serbert Way,,,,,,Serbert Way,,,,NW-bound,,NW,E0055076,Portishead,,,,,,,false,UKOS,347251,176191,-2.76101,51.4822,BCT,MKD,OTH,,,,038,2015-01-20T00:00:00,2026-01-06T13:28:38,125,new,active
019000063,wsmpdag,,,Garstons,,,,,,,,,,SW-bound,,SW,E0053590,Wrington,,,,,,,false,UKOS,347160,162432,-2.76027,51.35849,BCT,MKD,OTH,,,,038,2015-04-16T00:00:00,2019-07-03T13:23:36,107,new,active
019000062,wsmpdad,,,Garstons,,,,,,,,,,N-bound,,N,E0053590,Wrington,,,,,,,false,UKOS,347184,162498,-2.75993,51.35908,BCT,MKD,OTH,,,,038,2015-04-16T00:00:00,2019-07-03T13:21:45,126,new,active
019000064,wsmpdaj,,,Orchard Close,,,,,,,,,,S-bound,,S,E0053557,Banwell,,,,,,,false,UKOS,339548,159277,-2.86904,51.32936,BCT,MKD,OTH,,,,038,2015-04-16T00:00:00,2018-02-09T14:56:46,78,delete,inactive
019000066,wsmpdap,,,Orchard Close,,,,,,Wolvershill Road,,,,N-bound,,N,E0053557,Banwell,,,,,,,false,UKOS,339549,159264,-2.86902,51.32924,BCT,MKD,OTH,,,,038,2015-05-19T00:00:00,2025-12-10T12:25:28,119,new,active
019000065,wsmpdam,,,Wolvershill Park,,,,,,Wolvershill Road,,,,NW-bound,,NW,E0053557,Banwell,,,,,,,false,UKOS,339429,159427,-2.87077,51.3307,BCT,MKD,OTH,,,,038,2015-04-16T00:00:00,2025-12-10T12:26:21,119,new,active
019000067,wsmpdat,,,Cooks Lane,,,,,,Wolvershill Road,,,,NW-bound,,NW,E0053557,Banwell,,,,,,,false,UKOS,339252,159632,-2.87335,51.33252,BCT,MKD,OTH,,,,038,2015-05-19T00:00:00,2025-12-10T11:58:54,131,new,active
019000068,wsmpdaw,,,Portbury Docks,,,,,,,,,,NW-bound,,NW,E0053580,Portbury,,,,,,,false,UKOS,350624,176104,-2.71243,51.48172,BCT,MKD,OTH,,,,038,2015-06-22T00:00:00,2017-03-21T09:15:34,83,new,active
019000069,wsmpdga,,,Summer Lane,,,,,,Wolvershill Road,,,,SE-bound,,SE,E0053557,Banwell,,,,,,,false,UKOS,338143,160650,-2.88944,51.34155,BCT,MKD,OTH,,,,038,2015-06-22T00:00:00,2025-12-10T12:27:11,121,new,active
019000070,wsmpdgd,,,Amberley Gardens,,,,,,,,,,W-bound,,W,E0053579,Nailsea,,,,,,,false,UKOS,346982,170261,-2.76399,51.42886,BCT,MKD,OTH,,,,038,2015-07-28T00:00:00,2017-03-21T09:15:32,100,new,active
0190NSC30692,wsmgpgj,,,Church Hayes Drive,,,,,,The Perrings,,,,N-bound,,N,E0053579,Nailsea,,,,,,,false,UKOS,347043,169999,-2.76308,51.42651,BCT,MKD,OTH,,,,038,2005-04-20T00:00:00,2026-01-05T14:32:04,33,new,active
019000071,wsmpdgj,,,Church Hayes Drive,,,,,,,,,,S-bound,,S,E0053579,Nailsea,,,,,,,false,UKOS,347071,170053,-2.76268,51.427,BCT,MKD,OTH,,,,038,2015-07-28T00:00:00,2017-03-21T09:15:32,87,new,active
019000072,wsmpdgm,,,Gilbeck Road,,,,,,,,,,NE-bound,,NE,E0053579,Nailsea,,,,,,,false,UKOS,346451,170685,-2.77169,51.43262,BCT,MKD,OTH,,,,038,2015-07-28T00:00:00,2016-03-29T08:18:05,86,delete,inactive
019000073,wsmpdgp,,,The Runway,,,,,,The Runway,,,,NE-bound,,NE,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334307,160205,-2.94442,51.33712,BCT,MKD,OTH,,,,038,2015-10-16T00:00:00,2025-12-16T10:02:40,125,new,active
019000074,wsmpdgw,,,The Runway,,,,,,The Runway,,,,SW-bound,,SW,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334294,160187,-2.9446,51.33696,BCT,MKD,OTH,,,,038,2015-10-16T00:00:00,2025-12-16T10:05:13,110,new,active
019000075,wsmpdja,,,The Co-op,,,,,,,,,,NE-bound,,NE,E0053579,Nailsea,,,,,,,false,UKOS,346118,170270,-2.77642,51.42886,BCT,MKD,OTH,,,,038,2016-01-26T00:00:00,2022-05-23T15:32:54,92,new,active
019000079,wsmpdjp,,,The Co-op,,,,,,,,,,SW-bound,,SW,E0053579,Nailsea,,,,,,,false,UKOS,346128,170267,-2.77628,51.42883,BCT,MKD,OTH,,,,038,2016-07-28T00:00:00,2022-05-23T15:33:11,108,new,active
019000076,wsmpdjd,,,Wolvershill Road,,,,,,,,,,SW-bound,,SW,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337576,161556,-2.89774,51.34964,BCT,MKD,OTH,,,,038,2016-01-26T00:00:00,2022-05-03T13:11:47,96,new,active
019000077,wsmpdjg,,,Station Approach,,,,,,,,,,SE-bound,,SE,E0053591,Yatton,,,,,,,false,UKOS,342668,166079,-2.82536,51.39084,BCT,MKD,OTH,,,,038,2016-01-26T00:00:00,2023-07-05T10:22:28,111,new,active
0190NSB00054,wsmpgmt,,,Station Approach,,,,,,,,,,NW-bound,,NW,E0053591,Yatton,,,,,,,false,UKOS,342656,166079,-2.82553,51.39084,BCT,MKD,OTH,,,,038,2023-07-04T00:00:00,2023-07-05T10:22:20,41,new,active
019000078,wsmpdjm,,,Whirlwind Road,,,,,,,,,,SE-bound,,SE,N0081124,Flowerdown,,,,,,,false,UKOS,335094,160778,-2.93323,51.34236,BCT,MKD,OTH,,,,038,2016-03-17T00:00:00,2024-09-30T10:00:51,131,delete,inactive
019000081,wsmpdma,,,Lime Kiln Roundabout,,,,,,South Bristol Link,,,,SE-bound,,SE,E0053577,Long Ashton,Bristol,,,,,,false,UKOS,355866,169081,-2.63607,51.41901,BCT,MKD,OTH,,,,038,2016-12-15T00:00:00,2025-12-16T17:04:45,148,new,active
019000082,wsmpdjw,,,Lime Kiln Roundabout,,,,,,South Bristol Link,,,,NW-bound,,NW,E0053577,Long Ashton,Bristol,,,,,,false,UKOS,355787,169133,-2.63721,51.41948,BCT,MKD,OTH,,,,038,2016-12-15T00:00:00,2025-12-16T17:03:02,144,new,active
019000083,wsmpdmd,,,Brookgate,,,,,,Longmoor Way,,,,NE-bound,,NE,E0035563,Ashton Vale,Bristol,,,,,,false,UKOS,356008,170309,-2.63418,51.43007,BCT,MKD,OTH,,,,038,2016-12-19T00:00:00,2025-12-08T14:56:43,135,new,active
019000084,wsmpdmg,,,Brookgate,,,,,,Longmoor Way,,,,SW-bound,,SW,E0035563,Ashton Vale,Bristol,,,,,,false,UKOS,356000,170281,-2.63429,51.42981,BCT,MKD,OTH,,,,038,2016-12-19T00:00:00,2025-12-08T14:54:34,125,new,active
019000085,wsmpdmj,,,Harbour Road,,,,,,Harbour Road,,,,NW-bound,,NW,E0055076,Portishead,,,,,,,false,UKOS,347181,176575,-2.76208,51.48565,BCT,MKD,OTH,,,,038,2017-03-09T00:00:00,2026-01-06T13:01:52,92,new,active
019000086,wsmpdmp,,,Harbour Road,,,,,,Harbour Road,,,,SE-bound,,SE,E0055076,Portishead,,,,,,,false,UKOS,347175,176591,-2.76217,51.48579,BCT,MKD,OTH,,,,038,2017-03-09T00:00:00,2026-01-06T13:04:45,93,new,active
019000089,wsmpdgt,,,Glider Avenue,,,,,,The Runway,,,,N-bound,,N,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334235,160031,-2.94542,51.33555,BCT,MKD,OTH,,,,038,2018-04-19T00:00:00,2025-12-16T10:09:14,116,new,active
019000088,wsmpdmt,,,Glider Avenue,,,,,,The Runway,,,,S-bound,,S,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334239,160058,-2.94537,51.33579,BCT,MKD,OTH,,,,038,2018-04-19T00:00:00,2025-12-16T10:07:25,108,new,active
019000090,wsmpdmw,,,Pudding Pie Lane,,,,,,,,,,N-bound,,N,E0040022,Langford,,,,,,,false,UKOS,345652,160494,-2.78162,51.34092,BCT,MKD,OTH,,,,038,2018-05-31T00:00:00,2019-08-22T15:20:27,66,delete,inactive
0190NSC30583,wsmgamj,,,Congresbury Bridge,,,,,,Bristol Road,,,,S-bound,,S,E0053568,Congresbury,,,,,,,false,UKOS,343786,163931,-2.80895,51.37164,BCT,MKD,OTH,,,,038,2003-06-12T00:00:00,2025-12-12T10:30:33,58,new,active
0190NSB00012,wsmpdtm,,,Churchill Academy,,,,,,,,,,NW-bound,,NW,E0053564,Churchill,,,,,,,false,UKOS,343522,160076,-2.81213,51.33695,BCT,CUS,OTH,,,,038,2021-12-13T00:00:00,2023-02-28T16:08:59,83,new,active
0190NSB00021,wsmpdtp,,,Airport Bus Station,,,,,,North Side Road,,,,21,,E,N0060754,Bristol Airport,,,,,,,false,UKOS,350586,165611,-2.71151,51.38738,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-02-16T21:23:05,117,new,active
0190NSB00022,wsmpdtw,,,Airport Bus Station,,,,,,North Side Road,,,,22,,E,N0060754,Bristol Airport,,,,,,,false,UKOS,350571,165613,-2.71172,51.3874,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-02-16T21:23:15,113,new,active
0190NSB00023,wsmpdwa,,,Airport Bus Station,,,,,,North Side Road,,,,23,,E,N0060754,Bristol Airport,,,,,,,false,UKOS,350561,165616,-2.71187,51.38742,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-02-16T21:23:23,111,new,active
0190NSB00024,wsmpdwd,,,Airport Bus Station,,,,,,North Side Road,,,,24,,E,N0060754,Bristol Airport,,,,,,,false,UKOS,350546,165618,-2.71208,51.38744,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-02-16T21:23:34,113,new,active
0190NSB00025,wsmpdwg,,,Airport Bus Station,,,,,,North Side Road,,,,25,,E,N0060754,Bristol Airport,,,,,,,false,UKOS,350538,165620,-2.7122,51.38746,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-02-16T21:23:43,113,new,active
0190NSB00001,wsmpdpa,,,Interchange,,,,,,Locking Road,,,,A,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332248,161309,-2.97418,51.34681,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2024-03-07T09:01:33,181,new,active
0190NSB00002,wsmpdpd,,,Interchange,,,,,,Locking Road,,,,B,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332220,161315,-2.97459,51.34686,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:04:57,216,new,active
0190NSB00003,wsmpdpg,,,Interchange,,,,,,Locking Road,,,,C,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332198,161320,-2.9749,51.3469,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:05:17,218,new,active
0190NSB00004,wsmpdpj,,,Interchange,,,,,,Locking Road,,,,D,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332181,161325,-2.97515,51.34694,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:05:41,208,new,active
0190NSB00005,wsmpdpm,,,Interchange,,,,,,Locking Road,,,,E,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332169,161328,-2.97532,51.34697,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:06:03,212,new,active
0190NSB00006,wsmpdpt,,,Interchange,,,,,,Locking Road,,,,F,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332152,161332,-2.97557,51.347,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:06:34,207,new,active
0190NSB00007,wsmpdpw,,,Interchange,,,,,,Locking Road,,,,G,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332149,161325,-2.97561,51.34694,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:06:57,196,new,active
0190NSB00008,wsmpdta,,,Interchange,,,,,,Locking Road,,,,H,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332167,161316,-2.97535,51.34686,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:07:20,223,new,active
0190NSB00009,wsmpdtd,,,Interchange,,,,,,Locking Road,,,,I,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332184,161310,-2.9751,51.34681,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2024-03-07T12:58:50,221,new,active
0190NSB00010,wsmpdtg,,,Interchange,,,,,,Locking Road,,,,J,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332198,161305,-2.9749,51.34676,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2023-11-28T13:09:32,196,new,active
0190NSB00011,wsmpdtj,,,Interchange,,,,,,Locking Road,,,,K,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332222,161298,-2.97456,51.3467,BCT,MKD,OTH,,,,038,2021-12-13T00:00:00,2024-03-07T12:58:34,221,new,active
0190NSB00013,wsmpdwj,,,The Beach,,,,,,,,,,N-bound,,N,E0053567,Clevedon,,,,,,,false,UKOS,340237,171865,-2.86127,51.44261,BCT,MKD,OTH,,,,038,2022-04-07T00:00:00,2024-12-03T15:05:36,54,new,active
0190NSB00015,wsmpdwp,,,Sheepfield Gardens,,,,,,Bristol Road,,,,SE-bound,,SE,E0055076,Portishead,,,,,,,false,UKOS,346779,175572,-2.76771,51.47659,BCT,MKD,OTH,,,,038,2022-04-08T00:00:00,2026-01-06T14:05:52,84,new,active
0190NSB00017,wsmpgad,,,Ryves Vale,,,,,,,,,,NW-bound,,NW,E0053583,Tickenham,,,,,,,false,UKOS,346112,171867,-2.77675,51.44322,BCT,MKD,OTH,,,,038,2022-04-08T00:00:00,2022-04-08T11:14:13,53,new,active
0190NSB00018,wsmpgag,,,Ryves Vale,,,,,,,,,,SE-bound,,SE,E0053583,Tickenham,,,,,,,false,UKOS,346132,171862,-2.77646,51.44317,BCT,MKD,OTH,,,,038,2022-04-08T00:00:00,2022-04-08T11:14:24,53,new,active
0190NSA01325,wsmjwam,,,Locking Head Drove,,,,,,Churchland Way,,,,NW-bound,,NW,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337093,161778,-2.90471,51.35158,BCT,MKD,OTH,,,,038,2009-06-12T00:00:00,2022-04-08T15:46:49,18,new,active
0190NSA01324,wsmjwaj,,,Locking Head Drove,,,,,,,,,,SE-bound,,SE,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337105,161789,-2.90454,51.35168,BCT,MKD,OTH,,,,038,2009-06-12T00:00:00,2022-04-08T15:47:32,34,new,active
0190NSB00031,wsmpgaj,,,Graham Road Surgery,,,,,,,,,,E-bound,,E,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332130,160966,-2.97581,51.34371,BCT,MKD,OTH,,,,038,2022-04-08T00:00:00,2023-11-10T12:19:11,168,delete,inactive
0190NBS00032,wsmpgam,,,Graham Road Surgery,,,,,,,,,,W-bound,,W,E0040103,Weston-super-Mare,,,,,,,false,UKOS,332118,160955,-2.97598,51.34361,BCT,MKD,OTH,,,,038,2022-04-08T00:00:00,2023-11-10T12:19:06,106,delete,inactive
0190NSB00033,wsmpgap,,,Durbin Park Road,,,,,,Dial Hill Road,,,,N-bound,,N,E0053567,Clevedon,,,,,,,false,UKOS,340467,172155,-2.85801,51.44524,BCT,MKD,OTH,,,,038,2022-04-12T00:00:00,2025-12-11T11:24:36,80,new,active
0190NSB00034,wsmpgat,,,Esmond Grove,,,,,,Dial Hill Road,,,,NW-bound,,NW,E0053567,Clevedon,,,,,,,false,UKOS,340746,171755,-2.85393,51.44167,BCT,MKD,OTH,,,,038,2022-04-12T00:00:00,2025-12-11T11:27:15,82,new,active
0190NSB00038,wsmpgdm,,,Martinet Walk,,,,,,The Runway,,,,E-bound,,E,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334151,159716,-2.94657,51.33271,BCT,MKD,OTH,,,,038,2022-09-16T00:00:00,2025-12-16T10:12:41,86,new,active
0190NSB00039,wsmpgdp,,,Martinet Walk,,,,,,The Runway,,,,W-bound,,W,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334189,159715,-2.94602,51.3327,BCT,MKD,OTH,,,,038,2022-09-16T00:00:00,2025-12-16T10:11:43,85,new,active
0190NSB00040,wsmpgdt,,,Cadet Drive,,,,,,The Runway,,,,E-bound,,E,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,333849,159645,-2.95089,51.33203,BCT,MKD,OTH,,,,038,2022-09-16T00:00:00,2025-12-16T10:18:09,83,new,active
0190NSB00041,wsmpgdw,,,Cadet Drive,,,,,,The Runway,,,,W-bound,,W,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,333880,159641,-2.95045,51.332,BCT,MKD,OTH,,,,038,2022-09-16T00:00:00,2025-12-16T10:15:43,82,new,active
0190NSB00042,wsmpgja,,,Clematis Way,,,,,,,,,,E-bound,,E,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337418,162209,-2.90012,51.35549,BCT,MKD,OTH,,,,038,2022-11-29T00:00:00,2023-02-22T16:13:16,116,new,active
0190NSB00043,wsmpgjd,,,Clematis Way,,,,,,,,,,W-bound,,W,E0040101,West Wick,Weston-super-Mare,,,,,,false,UKOS,337409,162200,-2.90025,51.35541,BCT,MKD,OTH,,,,038,2022-11-29T00:00:00,2023-02-22T16:12:56,114,new,active
0190NSB00044,wsmpgjg,,,Anson Road,,,,,,Apprentice Way,,,,NE-bound,,NE,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,336841,160356,-2.90808,51.33877,BCT,MKD,OTH,,,,038,2022-11-29T00:00:00,2025-12-16T15:07:53,114,new,active
0190NSB00045,wsmpgjm,,,Anson Road,,,,,,Apprentice Way,,,,SW-bound,,SW,N0080971,Locking Parklands,Weston-super-Mare,,,,,,false,UKOS,336878,160423,-2.90756,51.33937,BCT,MKD,OTH,,,,038,2022-11-29T00:00:00,2025-12-16T15:07:13,141,new,active
0190NSB00046,wsmpgjp,,,Apprentice Way,,,,,,Locking Moor Road,,,,E-bound,,E,E0053576,Locking,Weston-super-Mare,,,,,,false,UKOS,336890,159926,-2.9073,51.33491,BCT,MKD,OTH,,,,038,2022-12-20T00:00:00,2025-12-16T15:01:14,100,new,active
0190NSB00047,wsmpgjt,,,Apprentice Way,,,,,,Locking Moor Road,,,,W-bound,,W,E0053576,Locking,Weston-super-Mare,,,,,,false,UKOS,336783,159957,-2.90884,51.33517,BCT,MKD,OTH,,,,038,2022-12-20T00:00:00,2025-12-16T15:00:11,108,new,active
0190NSB00050,wsmpgmd,,,Beaufighter Road,,,,,,The Runway,,,,NE-bound,,NE,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334846,160516,-2.93674,51.33998,BCT,MKD,OTH,,,,038,2023-06-09T00:00:00,2025-12-16T09:54:27,75,new,active
0190NSB00051,wsmpgmg,,,Beaufighter Road,,,,,,The Runway,,,,SW-Bound,,SW,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334825,160489,-2.93704,51.33974,BCT,MKD,OTH,,,,038,2023-06-09T00:00:00,2025-12-16T09:55:41,74,new,active
0190NSB00052,wsmpjmj,,,Centaurus Drive,,,,,,The Runway,,,,NE-bound,,NE,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334528,160339,-2.94127,51.33835,BCT,MKD,OTH,,,,038,2023-06-09T00:00:00,2025-12-16T09:59:31,71,new,active
0190NSB00053,wsmpgmp,,,Centaurus Drive,,,,,,The Runway,,,,SW-bound,,SW,N0080970,Haywood Village,Weston-super-Mare,,,,,,false,UKOS,334598,160358,-2.94027,51.33853,BCT,MKD,OTH,,,,038,2023-06-09T00:00:00,2025-12-16T09:58:05,75,new,active
0190NSB00056,wsmpgpa,,,Appsley Close,,,,,,Baytree Road,,,,SE-bound,,SE,E0040039,Milton,Weston-super-Mare,,,,,,false,UKOS,334250,162469,-2.94566,51.35747,BCT,MKD,OTH,,,,038,2023-07-04T00:00:00,2026-01-05T13:06:09,73,new,active
0190NSB00055,wsmpgmw,,,Appsley Close,,,,,,Baytree Road,,,,NW-bound,,NW,E0040039,Milton,Weston-super-Mare,,,,,,false,UKOS,334274,162443,-2.94531,51.35724,BCT,MKD,OTH,,,,038,2023-07-04T00:00:00,2026-01-05T13:07:09,72,new,active
